1330,0.08799,0.154059,-0.194793,0.271022,0.081996,-0.169042,-0.211607,-0.205415,0.085573,0.043222,-0.148736,-0.162666,-0.009741,0.041457,-0.089164,-0.20796,-0.228752,0.041174,0.049151,-0.042362,0.302135,-0.200381,0.050693,0.242892,-0.095928,-0.129186,-0.002002,0.081283,0.114698,0.299739,-0.062495,-0.26929,-0.109917,-0.082775,0.189107,0.065066,-0.07638,0.005958,-0.070952,0.131288,-0.123279,-0.09441,-0.221238,-0.077293,0.35916,0.010968,0.133141,0.037421,0.147943,-0.05261,-0.382211,0.463901,0.128856,-0.123788,-0.103293,0.053316,0.17301,0.155183,-0.359149,0.060599,0.073445,-0.048293,-0.104988,0.013067,0.308619,0.108126,0.001702,0.221372,0.061527,0.175862,-0.120271,0.010285,0.048442,0.012338,0.397214,-0.06635,-0.125741,0.205195,0.075176,0.48912,0.160755,0.108715,0.114818,-0.230373,0.01064,0.320834,-0.214731,-0.353087,-0.050611,0.159385,0.150051,0.331518,0.095207,-0.024877,0.020756,-0.228565,0.077084,-0.016954,0.299797,-0.23331
123,0.083741,0.159817,-0.134562,0.143837,0.028834,-0.08508,-0.082746,-0.141717,0.180726,0.132459,-0.076563,-0.141663,-0.005833,0.004216,-0.096891,-0.024279,-0.176469,0.035543,0.060422,-0.114743,0.139327,-0.089676,0.050212,0.137147,-0.060369,-0.059504,0.127092,0.170265,0.058045,0.147902,-0.221876,-0.117045,-0.158798,-0.042713,0.034292,-0.069981,-0.030083,0.102932,0.109891,0.004648,-0.140298,-0.009947,-0.112276,0.061364,0.110471,0.024251,0.048623,0.021383,0.067145,-0.091738,-0.088656,0.279823,0.055743,-0.235144,-0.124611,0.054611,0.144339,0.107784,-0.172617,0.135446,0.094074,-0.031412,-0.051214,0.020296,0.162877,0.077742,0.097799,0.094895,0.009189,0.143085,-0.064798,0.042896,-0.012857,0.018833,0.08858,0.076463,-0.139744,0.079709,0.09983,0.312131,0.10576,-0.026855,0.120945,-0.168461,0.057191,0.120027,-0.099921,-0.21948,-0.076965,0.159657,0.154885,0.139162,0.134592,-0.073105,0.030215,-0.032966,-0.026935,0.023047,0.279376,-0.103535
1684,0.008772,0.261099,-0.040472,0.158978,0.050542,-0.109959,-0.196266,-0.236328,0.130788,0.075612,0.031825,-0.141761,0.03132,-0.025056,-0.053485,-0.028277,-0.107752,0.084536,-0.029128,-0.006611,0.138805,-0.132915,-0.096185,0.188998,0.00653,-0.191895,0.105068,0.243054,0.037001,0.203982,-0.225805,-0.050255,-0.078702,-0.046208,0.128128,-0.051841,-0.114369,0.005464,0.09649,-0.030024,-0.054322,0.042451,-0.085365,0.019133,0.065452,-0.107133,0.065793,0.008403,0.140915,-0.245952,-0.153364,0.293316,-0.010561,-0.248837,-0.065616,0.011459,0.024372,0.027107,-0.146601,0.185138,0.037364,-0.11032,0.024009,0.13659,0.14464,-0.0199,0.053021,0.025976,0.045129,-0.038762,-0.109097,0.110811,0.07439,0.09764,0.11983,0.039262,-0.002251,0.093541,0.053396,0.277746,0.165677,0.002191,0.282874,-0.275956,-0.073891,0.213334,-0.081591,-0.244086,-0.048477,0.254325,0.006321,0.266283,0.066084,-0.072475,-0.000834,0.022225,-0.193058,0.045254,0.194021,-0.116656
721,-0.043776,0.179741,-0.102179,0.023618,-0.020462,-0.107952,-0.065785,-0.242173,0.138056,0.307791,-0.00458,-0.00004,-0.046174,0.046323,-0.079061,0.020537,-0.358678,0.093703,-0.033097,-0.27178,0.072966,0.128462,0.004819,0.386638,-0.039459,-0.083761,0.31473,0.196873,0.125791,0.301403,-0.361443,-0.266782,0.034151,-0.022366,0.014003,-0.096912,-0.011431,0.021211,0.20858,-0.056082,-0.244672,0.005191,-0.14535,0.180242,0.118176,0.008669,0.119056,-0.107026,0.077376,0.083829,-0.102316,0.05208,0.098886,-0.149244,0.039761,0.112825,0.094427,0.113979,-0.231211,0.019194,0.238874,0.00769,-0.16373,0.028506,0.0346,-0.012739,0.030755,-0.105005,0.113061,0.04612,-0.042976,0.296325,0.04961,0.16944,0.240436,0.20101,-0.128585,-0.014504,0.18842,0.374863,0.087255,0.11788,0.056139,-0.162026,-0.045395,0.187478,-0.065483,-0.138636,-0.021081,0.261276,0.176452,0.220882,0.167765,0.017558,-0.156036,-0.096808,-0.157983,0.027958,0.282269,-0.116457
2114,-0.026135,0.201344,0.042306,0.117845,0.001051,-0.094265,-0.190668,-0.250858,0.042706,0.078737,0.068385,-0.009784,0.013476,-0.05379,0.029629,-0.060008,-0.108471,0.076975,-0.08251,0.034942,0.040892,-0.026356,-0.155796,0.233724,0.036789,-0.233426,0.071149,0.152797,0.054222,0.244442,-0.206941,-0.055032,0.05138,-0.036694,0.116131,-0.042222,-0.123727,-0.079331,0.101371,-0.079084,-0.065488,0.022926,-0.080279,0.065461,0.026649,-0.141617,0.132985,-0.071895,0.132843,-0.157231,-0.115504,0.179151,0.027699,-0.130011,0.038212,0.105885,-0.005645,0.040299,-0.105812,0.096462,-0.005369,-0.051908,0.029815,0.114887,0.045424,-0.102707,0.006531,-0.05118,0.047656,-0.114819,-0.08582,0.222385,0.117495,0.19107,0.179515,-0.000954,0.07146,0.015217,0.026017,0.163543,0.109379,0.100786,0.246496,-0.269521,-0.141705,0.160368,-0.014635,-0.203804,-0.023529,0.274616,-0.058903,0.295896,-0.02446,-0.037638,-0.069852,0.009162,-0.262126,0.031726,0.134708,-0.131345
1766,0.039474,0.081878,-0.067897,0.151596,-0.01293,-0.05514,-0.079769,-0.088391,-0.027846,0.017009,-0.05895,-0.063234,-0.004473,-0.071624,-0.051663,-0.167419,-0.175245,-0.108874,0.008857,0.040783,0.10619,-0.061585,0.021019,0.24632,-0.032898,-0.154251,-0.032205,0.038556,0.0993,0.290692,-0.036497,-0.135998,-0.04309,-0.048993,0.202157,-0.003148,-0.054194,-0.0567,-0.102597,0.014853,-0.20204,-0.009123,-0.209141,0.148769,0.181877,-0.025551,0.094721,-0.163455,0.149803,-0.134683,-0.202302,0.27088,0.159674,-0.167533,0.026327,0.063346,0.135524,0.122251,-0.1411,-0.026767,-0.055376,-0.03796,-0.069226,0.000998,0.118473,0.064707,0.018772,0.152266,0.107059,-0.015894,-0.108266,0.105371,0.020821,0.070101,0.311843,-0.094853,-0.168175,-0.041221,0.077852,0.291869,0.11518,0.083858,0.129903,-0.170017,0.0157,0.178407,-0.044324,-0.265353,-0.109843,0.216899,-0.058401,0.306582,-0.023882,-0.050268,-0.021056,-0.135308,-0.092547,0.058923,0.186761,-0.197912
802,-0.026943,-0.091234,-0.036128,0.125824,0.117293,-0.079866,-0.134401,-0.033539,-0.013107,-0.030761,-0.014812,-0.040629,0.104379,0.073708,0.13586,-0.100701,-0.095973,0.032118,-0.157783,0.063118,0.206817,-0.085575,0.021525,0.128343,-0.009593,-0.131317,0.033814,-0.116791,0.084416,0.017799,0.115776,-0.064575,0.075244,-0.077468,0.002386,0.152261,-0.067402,-0.074285,-0.059613,-0.02309,-0.096024,-0.179952,-0.163907,-0.019097,0.155786,-0.271013,0.023385,-0.084725,0.079964,0.168443,-0.010437,-0.051455,0.117621,-0.114619,-0.005176,0.105624,-0.095317,0.076344,-0.135628,-0.030533,0.094397,-0.036505,-0.102724,0.009296,-0.062079,0.083607,-0.326129,0.108905,-0.087357,0.178918,-0.134111,0.192969,0.215554,0.052631,0.247979,0.025033,0.060041,-0.032333,0.122585,0.17661,-0.042431,0.051787,-0.062162,-0.06536,-0.033228,0.120474,-0.068281,-0.220711,0.023099,0.011531,0.016699,-0.036602,0.008496,0.125384,0.068191,-0.300827,-0.018657,-0.061498,-0.018877,-0.12743
394,0.034239,-0.007292,-0.012609,0.110393,0.037872,-0.062145,-0.055799,-0.012604,0.102891,0.101289,-0.099405,-0.104779,-0.021696,-0.095757,-0.045835,-0.143176,-0.199197,-0.037506,0.077307,-0.080245,0.070999,-0.044728,0.108405,0.166698,-0.059037,0.024353,-0.008582,0.023376,0.080467,0.177343,-0.089087,-0.124851,-0.080429,-0.020958,0.036098,-0.028374,-0.042164,0.04242,0.006729,0.025373,-0.177895,-0.033316,-0.144898,0.132557,0.088075,0.043616,0.090895,-0.077063,0.094303,-0.050141,-0.045878,0.285987,0.142762,-0.105907,-0.07587,0.194879,0.103936,0.2052,-0.086599,0.070717,-0.061609,-0.026376,-0.036476,-0.041839,0.065153,0.040598,0.025756,0.166349,-0.02019,0.096168,-0.109837,0.096156,-0.006863,-0.011952,0.181895,-0.042623,-0.146607,-0.025608,0.018014,0.191551,0.090528,0.05004,0.005313,-0.161969,0.081696,0.016956,-0.036633,-0.132727,-0.070614,0.182412,0.073297,0.137069,-0.037411,-0.015235,0.065714,-0.055388,-0.066244,-0.075848,0.223548,-0.094369
1241,-0.145466,0.052677,-0.155228,-0.052387,0.075906,-0.13344,-0.181935,0.060329,0.081886,0.255701,-0.169747,-0.385883,0.166491,0.201014,-0.085453,0.127948,-0.139175,0.037779,-0.016997,-0.290255,0.230058,0.091227,0.21611,0.087463,0.044165,0.033804,0.2782,-0.016219,-0.120843,0.033981,-0.338575,-0.038938,-0.140537,0.041862,-0.149922,-0.156849,0.185034,0.054446,0.120149,-0.091612,-0.080968,-0.059857,-0.184759,0.229551,-0.037372,-0.040106,0.197634,-0.000949,-0.151101,-0.163285,0.120477,0.04405,0.085122,-0.447473,-0.106565,0.041954,-0.034787,0.004226,-0.101943,0.222777,0.004556,-0.160782,-0.200917,-0.033346,-0.242467,0.093216,0.001667,0.012328,-0.012639,0.310362,0.03617,0.054383,-0.13443,-0.134063,-0.146278,0.105072,-0.030681,-0.068481,0.149212,0.239733,0.091863,-0.152005,-0.061026,0.021821,0.206186,-0.002463,-0.104802,0.008718,0.022431,0.081744,0.10949,-0.104577,0.146928,0.10083,0.139295,0.07856,0.077922,0.017795,0.159676,0.172336
1250,0.054207,0.022433,-0.105308,0.029614,-0.018309,-0.037134,-0.077815,-0.102603,0.089994,0.055341,-0.064017,0.032934,-0.017023,0.0427,-0.026438,0.011444,-0.095698,0.046618,-0.009134,-0.05737,0.102495,0.048626,0.037572,0.009509,0.008201,0.006011,0.020718,-0.010542,0.024238,0.024365,-0.100653,-0.091354,0.029267,-0.011776,-0.058127,-0.015272,0.00334,0.04752,0.039998,0.01453,0.02359,0.016562,0.010909,-0.064138,0.039127,-0.00253,0.066885,0.046833,-0.010375,0.062948,-0.016405,0.053371,-0.010448,0.002971,-0.03889,0.047378,0.065606,0.005811,-0.084045,0.03783,0.068916,0.035499,-0.029432,-0.018264,0.070384,0.035328,0.040006,-0.000121,-0.031075,0.13055,0.050305,-0.027373,-0.001531,0.03669,0.006432,0.058696,0.042144,0.04237,0.080001,0.094997,0.042446,0.006076,-0.007156,-0.035923,-0.002929,0.034743,-0.064256,-0.011684,0.05057,-0.018199,0.093151,0.05544,0.064762,-0.000757,-0.018744,-0.074456,0.081399,-0.015595,0.07413,-0.038139
